date,prec
20010101,6.666799545288086
20010102,7.379155158996582
20010103,8.070306777954102
20010104,7.986863613128662
20010105,11.360688209533691
20010106,11.959175109863281
20010107,15.764704704284668
20010108,8.734999656677246
20010109,11.706921577453613
20010110,10.296793937683105
20010111,6.60367488861084
20010112,9.427852630615234
20010113,10.270764350891113
20010114,9.578784942626953
20010115,15.468153953552246
20010116,17.674022674560547
20010117,9.420833587646484
20010118,9.571290969848633
20010119,9.496174812316895
20010120,8.960786819458008
20010121,16.8426570892334
20010122,8.975300788879395
20010123,7.879305362701416
20010124,10.496452331542969
20010125,11.545226097106934
20010126,7.74522590637207
20010127,7.408935070037842
20010128,8.208009719848633
20010129,8.514513969421387
20010130,9.217714309692383
20010131,13.24644660949707
20010201,12.990757942199707
20010202,12.891510009765625
20010203,8.769976615905762
20010204,9.697198867797852
20010205,9.605636596679688
20010206,8.522720336914062
20010207,8.784722328186035
20010208,8.313448905944824
20010209,8.058845520019531
20010210,10.074363708496094
20010211,10.03355884552002
20010212,7.447314739227295
20010213,8.155491828918457
20010214,9.59826946258545
20010215,8.952621459960938
20010216,6.064652919769287
20010217,6.427488327026367
20010218,6.73193883895874
20010219,7.066620349884033
20010220,5.189791679382324
20010221,7.866805553436279
20010222,8.809884071350098
20010223,15.345932006835938
20010224,10.272262573242188
20010225,11.3268404006958
20010226,18.876237869262695
20010227,12.644120216369629
20010228,8.260109901428223
20010301,11.460393905639648
20010302,8.724016189575195
20010303,16.555509567260742
20010304,10.683993339538574
20010305,8.542789459228516
20010306,9.291938781738281
20010307,5.539855480194092
20010308,11.13671875
20010309,5.13707160949707
20010310,7.218483924865723
20010311,4.159710884094238
20010312,8.02898120880127
20010313,11.555624961853027
20010314,5.14520263671875
20010315,4.263969898223877
20010316,10.564433097839355
20010317,13.167291641235352
20010318,7.5821990966796875
20010319,6.655185222625732
20010320,6.563958168029785
20010321,5.565948963165283
20010322,8.496742248535156
20010323,15.568588256835938
20010324,18.654155731201172
20010325,9.13547420501709
20010326,9.269155502319336
20010327,11.716418266296387
20010328,17.55310821533203
20010329,12.14236068725586
20010330,9.909780502319336
20010331,10.830960273742676
20010401,10.791169166564941
20010402,14.792731285095215
20010403,12.443547248840332
20010404,15.649635314941406
20010405,12.887435913085938
20010406,12.959779739379883
20010407,12.199687957763672
20010408,11.515824317932129
20010409,21.257516860961914
20010410,17.371545791625977
20010411,6.50089693069458
20010412,8.425185203552246
20010413,8.909976959228516
20010414,16.25642967224121
20010415,11.410914421081543
20010416,7.4621758460998535
20010417,9.75025463104248
20010418,12.536059379577637
20010419,12.064918518066406
20010420,7.240358829498291
20010421,9.454450607299805
20010422,9.887141227722168
20010423,7.628350734710693
20010424,5.573668956756592
20010425,11.217737197875977
20010426,7.942106246948242
20010427,6.560237407684326
20010428,7.849803447723389
20010429,9.285601615905762
20010430,12.070335388183594
20010501,12.10793399810791
20010502,17.65546226501465
20010503,13.675654411315918
20010504,12.304125785827637
20010505,16.5938663482666
20010506,6.685891151428223
20010507,7.690173625946045
20010508,7.515468597412109
20010509,10.068784713745117
20010510,11.385515213012695
20010511,15.519635200500488
20010512,7.264803409576416
20010513,3.674924850463867
20010514,7.228970050811768
20010515,9.766822814941406
20010516,9.966753005981445
20010517,4.501736164093018
20010518,7.457812309265137
20010519,4.821087837219238
20010520,6.285289287567139
20010521,7.843472003936768
20010522,7.5913543701171875
20010523,8.16230297088623
20010524,8.543136596679688
20010525,9.917118072509766
20010526,9.202557563781738
20010527,4.622835636138916
20010528,2.9252431392669678
20010529,4.806643486022949
20010530,3.197303295135498
20010531,4.893923759460449
20010601,8.078784942626953
20010602,9.023686408996582
20010603,14.114837646484375
20010604,9.65634822845459
20010605,6.229525566101074
20010606,7.079542636871338
20010607,8.315850257873535
20010608,9.01671314239502
20010609,5.666504859924316
20010610,7.6543402671813965
20010611,5.89321756362915
20010612,8.260579109191895
20010613,14.461088180541992
20010614,7.3324480056762695
20010615,6.8599653244018555
20010616,7.066961765289307
20010617,6.201284885406494
20010618,5.759160995483398
20010619,6.6024651527404785
20010620,4.918125152587891
20010621,6.343316078186035
20010622,6.535555362701416
20010623,6.56861686706543
20010624,8.321666717529297
20010625,5.062396049499512
20010626,5.072459697723389
20010627,5.0258564949035645
20010628,4.734560012817383
20010629,6.468593597412109
20010630,5.335601806640625
20010701,4.419247627258301
20010702,3.1537153720855713
20010703,3.147256851196289
20010704,2.761481523513794
20010705,6.607141017913818
20010706,6.218790531158447
20010707,5.970283508300781
20010708,7.863813877105713
20010709,5.701226711273193
20010710,4.114560127258301
20010711,4.377662181854248
20010712,4.433732509613037
20010713,4.869861125946045
20010714,3.9202778339385986
20010715,7.007181644439697
20010716,9.283564567565918
20010717,6.348506927490234
20010718,3.1465625762939453
20010719,1.0751967430114746
20010720,3.4182870388031006
20010721,1.6406365633010864
