date,tp2m_med
20020211,25.68022893445985
20020212,25.668837986737433
20020213,25.545489925769573
20020214,25.88865831488796
20020215,26.142327941147908
20020216,26.137166524157365
20020217,26.07559809512421
20020218,26.251539658596705
20020219,26.217678340258367
20020220,26.245603719107102
20020221,26.59012083487735
20020222,26.486263597744802
20020223,26.6978522565014
20020224,26.696032956433147
20020225,26.791956142351037
20020226,26.570027998473964
20020227,26.8661456395061
20020228,26.94271906974848
20020301,26.189461599734724
20020302,25.78950511519079
20020303,25.433122056650202
20020304,25.16227449616929
20020305,25.297590147858685
20020306,25.2892303122638
20020307,25.610586165420216
20020308,26.262587004290424
20020309,26.102336188673004
20020310,25.81328917172205
20020311,25.68686855552316
20020312,26.149894351141345
20020313,26.474499819189262
20020314,26.038056299424895
20020315,25.709296968315638
20020316,26.014397821855074
20020317,26.257287614191057
20020318,26.311972481401106
20020319,25.849324677050358
20020320,26.130574520533994
20020321,25.612218142681893
20020322,25.456022883729368
20020323,25.46474718426289
20020324,26.14551498380897
20020325,26.45421201613516
20020326,26.142764167231952
20020327,26.70293213491992
20020328,26.677365251516946
20020329,26.477124165129727
20020330,26.370474273014782
20020331,26.092692622319532
20020401,26.35445228810081
20020402,26.22995351465848
20020403,25.950824355684333
20020404,25.14640805696357
20020405,24.8387190465214
20020406,25.256374152837992
20020407,25.897881558890024
20020408,26.605235115178406
20020409,25.997896689591258
20020410,24.825989324791077
20020411,25.409883786214483
20020412,26.2614384885617
20020413,26.287984479392897
20020414,25.18135779644029
20020415,25.149196739644182
20020416,26.115863411250544
20020417,26.779071811935562
20020418,26.500561986994175
20020419,26.41109653081774
20020420,26.258598298054242
20020421,26.14111630562188
20020422,26.05996292252225
20020423,25.61357736855766
20020424,25.8123962419248
20020425,25.906009020878997
20020426,25.847366258861822
20020427,25.860222550680486
20020428,25.80484679691327
20020429,26.090505401451598
20020430,26.09394346771236
20020501,26.139149980358287
20020502,26.284785187637286
20020503,25.648439650107157
20020504,25.924002939960236
20020505,25.872446970227784
20020506,26.314226483739446
20020507,26.3400021418767
20020508,25.901833207416338
20020509,25.987550026050883
20020510,26.468547770154963
20020511,26.589829679216948
20020512,26.036552163564252
20020513,26.043114015784404
20020514,26.450190436705302
20020515,26.64187340452205
20020516,26.615438626069764
20020517,25.791036894118616
20020518,25.569674630937687
20020519,26.279074910301592
20020520,25.906680253510743
20020521,26.794062040125823
20020522,26.066250875763835
20020523,25.966165889013613
20020524,25.64003884004685
20020525,25.667854974826973
20020526,26.05336083236194
20020527,26.000911509263783
20020528,26.10661154373344
20020529,26.18013680098271
20020530,25.746831731887873
20020531,25.784728615247147
20020601,25.98600889508691
20020602,25.337292949137197
20020603,25.8852197698921
20020604,26.173694834526714
20020605,25.829715888920163
20020606,25.77952001349521
20020607,24.95367485596383
20020608,24.971638566083808
20020609,25.396411080778716
20020610,26.42005912894334
20020611,26.346674741709467
20020612,25.94604527595373
20020613,25.446883023686706
20020614,25.303442687104603
20020615,25.404618416243487
20020616,25.554751452408684
20020617,25.327148223666004
20020618,25.577196303240427
20020619,25.826646991136162
20020620,25.782495213891078
20020621,25.694942315988897
20020622,25.70543209500407
20020623,25.811234737020804
20020624,25.440830689000897
20020625,25.293898994702605
20020626,25.378722118722756
20020627,25.58787005763648
20020628,25.880536721085868
20020629,26.081791868206295
20020630,25.98876630152157
20020701,26.238810923665987
20020702,26.12744419639141
20020703,25.76058207558819
20020704,25.922138445001433
20020705,25.909063894746282
20020706,25.9500426378611
20020707,26.33395758111949
20020708,26.47134736935209
20020709,26.631639406546054
20020710,26.42264940070225
20020711,26.167233691488565
20020712,26.17987601708842
20020713,26.432700665736157
20020714,26.30028287426704
20020715,26.158080545813203
20020716,26.008553901915906
20020717,26.177347741498757
20020718,26.409529569466226
20020719,25.82794199185735
20020720,25.929657802342394
20020721,26.25034410105904
20020722,26.589191486771835
20020723,26.666658381345844
20020724,26.680969783317536
20020725,26.738418582998655
20020726,26.32247657051627
20020727,25.430626922432406
20020728,26.032534913425074
20020729,26.097285850092476
20020730,26.192212487825927
20020731,25.995854247042132
20020801,25.849999920625834
20020802,26.03191761782498
20020803,26.16821710328125
20020804,26.44821400271159
20020805,26.23519053391095
20020806,26.192045057122954
20020807,26.21889201722846
20020808,26.090343342030852
20020809,26.246403140461965
20020810,26.05329457618929
20020811,26.09950547721149
20020812,25.929515077196882
20020813,26.087381066078024
20020814,26.562680901257796
20020815,26.565504499613677
20020816,26.604875091736353
20020817,26.85274614402331
20020818,26.626367277598764
20020819,26.21645130085248
20020820,26.627771494931768
20020821,26.96380375380957
20020822,26.755715354134345
20020823,26.596869745951945
20020824,26.818357560245282
20020825,27.24261303729441
20020826,26.915374471447507
20020827,27.04080654125662
20020828,27.215702940259575
20020829,27.746636895055904
20020830,27.497847196941056
20020831,27.04201677425939
20020901,26.487634403933477
20020902,26.61291504521181
20020903,27.05143531358388
20020904,26.789853668551988
20020905,26.763567206498095
20020906,26.71527634953539
20020907,27.314518842260366
20020908,27.362125851878606
20020909,27.32321309152571
20020910,27.120455009127628
20020911,26.945501442909087
20020912,27.06955962144904
20020913,27.54020885506905
20020914,27.82848867491692
20020915,27.581449118729946
20020916,27.475058728416325
20020917,27.584648681358818
20020918,27.533280654374387
20020919,27.613329305533917
20020920,27.88039766334522
20020921,28.21022143090903
20020922,28.178562015179573
20020923,27.363711701528615
20020924,27.34733761510215
20020925,27.26335844988277
20020926,27.505528665617607
20020927,27.75157967318789
20020928,27.854991393516205
20020929,27.09986111973904
20020930,26.935645593020563
20021001,27.283551677905695
20021002,27.448600280388003
20021003,27.749205581044745
20021004,27.926232415741683
20021005,28.073930233380082
20021006,27.874839781753224
20021007,27.633600743606593
20021008,27.730565665159574
20021009,27.92879001159093
20021010,27.96562863378105
20021011,27.67368566618536
20021012,27.868819249560104
20021013,27.33236054860944
20021014,26.334861987653017
20021015,26.928314337208857
20021016,27.124032530581907
20021017,27.03266236208012
20021018,26.971295878353605
20021019,26.498559812904006
20021020,26.366858977924288
20021021,26.792401937569668
20021022,27.029757775097828
20021023,26.685402133754184
20021024,26.526347820820693
20021025,27.31549942309339
20021026,27.757007990003373
20021027,27.39221510952688
20021028,27.272086848513194
20021029,27.2095411188099
20021030,27.201369758068058
20021031,26.135841005453162
20021101,27.071522261555746
20021102,26.783770082938673
20021103,26.17829899579636
20021104,26.95746321519494
20021105,26.783578899428893
20021106,26.529021475640654
20021107,26.396198784109956
20021108,25.949960232540178
20021109,25.633949701025475
20021110,26.400865744299388
20021111,26.896207952754978
20021112,27.15045247733109
20021113,26.78122401299487
20021114,26.700409671490103
20021115,26.710601555657718
20021116,27.076359895639268
20021117,27.361520782370086
20021118,26.64183155951186
20021119,27.043549564938342
20021120,27.33356617259124
20021121,27.692998480532367
20021122,27.462516674056324
20021123,27.243549557518683
20021124,27.076257085544583
20021125,27.09005610353089
20021126,27.313679070455763
20021127,27.59244178312318
20021128,27.96496826371386
20021129,27.838166322917157
20021130,27.714376095480926
20021201,27.495118413996128
20021202,27.247576202207746
20021203,26.90074426723072
20021204,26.99936709702347
20021205,26.957896645646223
20021206,27.24128337355105
20021207,26.675996598952935
20021208,26.486419372318696
20021209,25.99953007466511
20021210,25.541254204777037
20021211,26.00008175291213
20021212,26.412223198962604
20021213,26.479169538064994
20021214,26.999070515850512
20021215,27.35252400220962
20021216,26.67228756986947
20021217,26.448565504223602
20021218,25.59971786827088
20021219,25.552358115458954
20021220,25.809140844911436
20021221,26.406663128520275
20021222,26.430299337721426
20021223,26.64381656351663
20021224,26.930272992360884
20021225,26.5134012307773
20021226,26.577866480215487
20021227,26.71521786973335
20021228,26.523149337737177
20021229,26.524164691773823
20021230,26.530931095165197
20021231,26.60556322069537
20030101,26.705509162661517
20030102,26.811282445827324
20030103,26.830517824077116
20030104,26.965973973786674
20030105,27.071150040415223
20030106,27.366186687307728
20030107,27.491789683335046
20030108,27.37109448586731
20030109,27.180736609213305
20030110,27.262883812684148
20030111,27.098620679761513
20030112,26.946719096229884
20030113,27.007446941015782
20030114,26.90121202464317
20030115,27.149628256293852
20030116,27.134732870313385
20030117,27.317669110206296
20030118,27.21003627020456
20030119,27.159190565754145
20030120,27.149251973598
20030121,26.951291794370253
20030122,26.83010394250689
20030123,27.289605108699504
20030124,27.06471541747415
20030125,26.529189009059863
20030126,26.36788244960554
20030127,26.3377720902112
20030128,26.649188873412687
20030129,26.745659201310797
20030130,26.495975899530595
20030131,26.196637818105142
20030201,25.835027873057417
20030202,25.42732436000393
20030203,25.457851814501215
20030204,26.0339330203694
20030205,26.07785524011373
20030206,26.154639539094585
20030207,26.650740450357155
20030208,25.912127789067835
20030209,25.617190118821153
20030210,25.465982835371136
20030211,25.99651952537136
20030212,26.361559396057583
20030213,26.46393298001981
20030214,26.461661673222277
20030215,26.798413082197303
20030216,26.4740976019472
20030217,26.357171123108653
20030218,26.805965762858822
20030219,26.795610613120196
20030220,26.856673591399986
20030221,26.602935576776737
20030222,25.792985712097042
20030223,25.59808061067601
20030224,25.535925809677725
20030225,26.09813703314195
20030226,26.31509286777954
20030227,26.292798459007944
20030228,25.972377749541597
20030301,25.740805443739085
20030302,26.109261991946944
20030303,25.9886223342789
20030304,26.12529319513061
20030305,26.048600927264943
20030306,25.86184529939832
20030307,25.65337197664076
20030308,25.97619967105592
20030309,26.363799400544185
20030310,26.31880696935967
20030311,26.210586174920014
20030312,26.38222557014324
20030313,26.517697178507056
20030314,26.434204200508173
20030315,26.47247697352629
20030316,26.506028243958024
20030317,26.081846281872657
20030318,26.05461445283923
20030319,26.878246693261165
20030320,26.382207612920983
20030321,25.77572673269121
20030322,25.66703173155517
20030323,26.491742769421613
20030324,26.208031842759578
20030325,25.534612555251545
20030326,25.544140128986108
20030327,26.152287089583638
20030328,26.326633899687508
20030329,26.496136848811275
20030330,25.8913065265497
20030331,26.324760375670465
20030401,26.42310031143741
20030402,26.03200962818941
20030403,26.207121583425092
20030404,25.92249699805007
20030405,26.46944953266276
20030406,26.147833121997728
20030407,26.47243636151582
20030408,26.88021132212526
20030409,27.14718000492662
20030410,26.893279038600177
20030411,26.27853614160515
20030412,25.610338296061748
20030413,25.780773691125642
20030414,25.344211241346517
20030415,25.321726616834788
20030416,25.69388448673911
20030417,26.351047008589106
20030418,26.821650686660327
20030419,27.01352301219881
20030420,26.378759474598198
20030421,26.117138206658264
20030422,26.110662608897492
20030423,25.705571827131592
20030424,25.341306837059438
20030425,25.434604491042666
20030426,25.569945297378876
20030427,26.277868197639044
20030428,25.822587632199152
20030429,25.869184856119222
20030430,26.195706846936332
20030501,25.476801618410956
20030502,25.551988589613703
20030503,25.939030563313192
20030504,26.066180080135858
20030505,25.70333856433742
20030506,25.220543526719975
20030507,25.58888348463658
20030508,25.58772581721772
20030509,26.095011542128486
20030510,26.122824933380482
20030511,26.30148537090767
20030512,26.45034037171317
20030513,26.318813187222077
20030514,26.170062071501572
20030515,26.453142367875518
20030516,26.129932011476413
20030517,26.258706531257427
20030518,25.91977844646717
20030519,25.97238002983443
20030520,26.18603951236482
20030521,25.854504352326238
20030522,26.405139005380928
20030523,26.99532441157087
20030524,26.494128041388105
20030525,25.912953021577835
20030526,25.731136020351062
20030527,25.899005730972164
20030528,25.663676498536375
20030529,25.83174892039472
20030530,26.35811337955007
20030531,26.200069637427138
20030601,26.37761336595701
20030602,26.1180847013654
20030603,26.135235890217068
20030604,26.245987048860457
20030605,25.909408829783214
20030606,25.840885780245195
20030607,25.47811516471421
20030608,25.536974329139397
20030609,25.492717550595856
20030610,25.820440296154267
20030611,25.939721653025313
20030612,26.28232626461245
20030613,26.22071289599894
20030614,25.52586136930644
20030615,25.897718297519774
20030616,25.726045365989737
20030617,25.76257347052172
20030618,25.87202852480744
20030619,26.19652576777533
20030620,26.017254530823624
20030621,25.888280012991842
20030622,26.039125394322642
20030623,26.021952957457394
20030624,26.032420174506026
20030625,26.19183292851
20030626,26.13377876516576
20030627,25.86466113803481
20030628,25.97163402533788
20030629,26.24308572728777
20030630,26.031065756440928
20030701,25.71672328261315
20030702,25.190198368766293
20030703,25.104260469617937
20030704,25.702035879611792
20030705,26.107065207309255
20030706,25.850055540493074
20030707,25.85024564531789
20030708,26.299876110888917
20030709,26.390354358485023
20030710,26.407844290702716
20030711,26.17441897166292
20030712,25.885964752388677
20030713,25.25639438850576
20030714,24.86066160662339
20030715,24.70488418494226
20030716,25.253366228021243
20030717,25.522359660924042
20030718,25.91192947638324
20030719,26.226275705060072
20030720,26.22967289377662
20030721,26.22538878098672
20030722,26.332119205160858
20030723,26.41428915199021
20030724,26.25934208630693
20030725,26.34960810013184
20030726,26.46200812334266
20030727,26.092787720396256
20030728,25.758132690710987
20030729,25.445494477133813
20030730,26.228888547920924
20030731,26.495850502998657
20030801,26.6691171473482
20030802,26.58762653343542
20030803,26.49326487093134
20030804,26.612937863956294
20030805,26.87270240624771
20030806,27.160597022473162
20030807,26.919262742462262
20030808,26.788217651523272
20030809,26.64573001568025
20030810,25.940134818517357
20030811,25.84625643170045
20030812,25.672674396833543
20030813,26.561731242592
20030814,26.693295889432683
20030815,26.82054664665667
20030816,26.610340787645345
20030817,26.186342851046334
20030818,25.925477304207078
20030819,25.26529546741315
20030820,25.51656727081511
20030821,26.22911759237192
20030822,26.908733805229424
20030823,27.160445068922986
20030824,27.18762218973056
20030825,27.13470763914184
20030826,26.568938225221466
20030827,26.144741960792338
20030828,25.61278435856599
20030829,25.839477351382047
20030830,25.63997592251879
20030831,25.632280937939424
20030901,26.041332584400944
20030902,26.103089729552625
20030903,26.31589693196392
20030904,26.556605172436917
20030905,26.67135225511221
20030906,26.78293549328076
20030907,27.043658144729743
20030908,27.125742369002296
20030909,27.536068104940988
20030910,27.297971883270826
20030911,26.220841237037657
20030912,25.563230768305566
20030913,25.56513467852568
20030914,25.95408134734258
20030915,26.577759461614704
20030916,27.102888810674468
20030917,26.3859375970528
20030918,26.576645522716603
20030919,26.716865471604713
20030920,26.991599672495962
20030921,26.81248199540529
20030922,27.143705391804136
20030923,27.45062968695878
20030924,27.606399315871144
20030925,27.028212334657624
20030926,26.986394262134173
20030927,26.332840126841106
20030928,26.994209828210003
20030929,27.654863658328665
20030930,27.480019965786997
20031001,27.374550133027803
20031002,26.8513858150931
20031003,27.126541473908148
20031004,27.289348415259767
20031005,27.047100729138357
20031006,27.244451363780207
20031007,27.41759621215741
20031008,27.717427602032153
20031009,27.846242178816873
20031010,27.102233654107852
20031011,27.424227799439528
20031012,26.899097375844953
20031013,26.85678282694054
20031014,27.04523007297683
20031015,25.89609952834118
20031016,26.250527728687633
20031017,25.782870860424467
20031018,26.421169903123605
20031019,27.370164544062458
20031020,27.76113453927658
20031021,27.86883264083186
20031022,27.771030326371157
20031023,27.77321200572476
20031024,28.06541694929498
20031025,28.08211294136843
20031026,27.7760822479559
20031027,27.77737437325514
20031028,27.43351353416206
20031029,27.19788704868437
20031030,26.67509017506647
20031031,27.02609092721209
20031101,27.07526654391913
20031102,27.05222248599603
20031103,26.048872735554365
20031104,25.955687242651774
20031105,25.951090429553318
20031106,26.54122281240277
20031107,27.593543718646036
20031108,27.456213351211584
20031109,26.24188042570184
20031110,26.383994066164206
20031111,27.36882262436668
20031112,27.50328640828231
20031113,27.452515682381808
20031114,27.0566569440514
20031115,27.245546002578553
20031116,27.45575574888948
20031117,27.523232394530567
20031118,27.600035781118386
20031119,27.429925108388662
20031120,27.24624137957372
20031121,27.050410855938118
20031122,27.02672211777055
20031123,26.88096754000406
20031124,27.33094358925024
20031125,27.215636325326624
20031126,27.597343682445665
20031127,27.220353271831772
20031128,27.255946520248784
20031129,27.232974555230108
20031130,27.56793079599924
20031201,27.455456695491858
20031202,27.2137214586701
20031203,27.148279048958344
20031204,27.570965438032584
20031205,27.31548566471042
20031206,27.116173061856113
20031207,27.572396758609482
20031208,27.785500073682183
20031209,27.605752414536756
20031210,27.67844389378629
20031211,27.29633822122501
20031212,27.34064314830128
20031213,26.399552941303348
20031214,26.28769631677579
20031215,26.337939346658445
20031216,26.43136620641748
20031217,26.506817721272895
20031218,26.369231649045634
20031219,26.29087013027404
20031220,26.16676144933192
20031221,26.412090467924603
20031222,26.905605548190973
20031223,27.09577139842436
20031224,27.410206688985838
20031225,27.388927168295222
20031226,27.048256849790906
20031227,26.437981730920015
20031228,26.449798604001263
20031229,26.76242777426038
20031230,27.05853052976398
20031231,27.022224177184558
20040101,26.346769362417607
20040102,26.428369339057888
20040103,26.486258665644705
20040104,26.118320869778216
20040105,25.7665976957234
20040106,26.283596896001665
20040107,26.326897286308462
20040108,26.538893956044344
20040109,26.695959482996198
20040110,26.77517789011073
20040111,27.02361470198028
20040112,26.905838739072948
20040113,26.41440724820422
20040114,26.571555245057393
20040115,27.283691854618134
20040116,26.446360491608026
20040117,25.592461470604096
20040118,25.950026897148412
20040119,26.521110211082725
20040120,27.019446162466902
20040121,27.267758728307328
20040122,26.796256759354865
20040123,26.39483635097731
20040124,25.979457600192774
20040125,26.507708963831348
20040126,26.507142247158157
20040127,26.779353740368023
20040128,26.568541040214544
20040129,26.253134038299915
20040130,25.94635009512567
20040131,26.364656050329355
20040201,26.626150502891846
20040202,26.09705893284689
20040203,26.46624547704
20040204,26.053469455426256
20040205,26.338449519170112
20040206,26.303324079106126
20040207,25.681639035846477
20040208,25.77252024363758
20040209,25.784855027186897
20040210,26.631391957415673
20040211,26.461064133150387
20040212,26.268313865603925
20040213,25.653636509639686
20040214,25.384284666868453
20040215,25.65472769695489
20040216,25.791001347468573
20040217,25.967246647606874
20040218,25.88138860044969
20040219,25.69739571348001
20040220,26.041658703691102
20040221,25.289309805064473
20040222,25.095105372410014
20040223,24.947168322332736
20040224,25.49150699466579
20040225,25.546173492649878
20040226,25.791703966274664
20040227,25.69412412584217
20040228,25.824073053586826
20040229,26.167994480480253
20040301,26.334632655399176
20040302,26.355022631575714
20040303,26.31728629119987
20040304,25.794457870386832
20040305,25.901826468381014
20040306,24.897438252218297
20040307,25.572460637757878
20040308,25.417190266156574
20040309,25.691462479661062
20040310,26.057993960040193
